"","caption","commentsCount","displayUrl","firstComment","hashtags.0","hashtags.1","hashtags.2","hashtags.3","hashtags.4","hashtags.5","hashtags.6","hashtags.7","hashtags.8","hashtags.9","hashtags.10","hashtags.11","inputUrl","isCommentsDisabled","isPinned","isSponsored","likesCount","locationName","ownerUsername","productType","timestamp","type","url","videoPlayCount","date","Board","EngagementType","Board1","Board2","Board3","Social","Cultural","Political","Activism","Workshop","Carrousel","Video","Image","attnum","date_n"
"44","🥟 Join the Polish ABBA members for a Pierogi Workshop and learn how to cook their most famous national dish! 

















📆 Monday, March 11








⏰ 15:00 - 18:00








📍 Beehive Student Centre, Common Room, The Hague








🔗 Register via link in bio. 

















🥔🥬 The dough and (vegetarian) fillings will be provided.








💰 We ask for a small donation of €4. 

















🙌 We look forward to welcoming you!",4,"https://scontent-den2-1.cdninstagram.com/v/t39.30808-6/469638202_17938763459948578_4873420596904912810_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGKDkpJuEOt2HCJBxxqbarjEfaCFVRBX-V-k5xrVwcsuiphtHwlLBm9XziTdCQtavM-o3kZgOMo2lkv5lqz60xp&_nc_ohc=O8C58S-AiC8Q7kNvwGkYrH2&_nc_gid=q5r12rC51zEwyojMOWPhqA&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfcqG6gv1AKT8aL-bhfMoR_sTUVQU0wCBtvo_oovp9YKdQ&oe=690573B0&_nc_sid=10d13b","🔥🔥🔥",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",63,"Beehive Student Centre - Leiden University","abba.association.leiden",NA,"2024-03-04T22:03:21.000Z","Video","https://www.instagram.com/p/C4G8Ak8r9t2/",NA,2024-03-04,1,"Workshop",1,0,0,0,0,0,0,1,0,0,1,30,650
"45","🪺 Have you ever wondered where does the tradition of egg painting come from?

















🎨 ABBA invites you to our Easter Egg Paining workshop, straight from Eastern Europe!

















👩🏻‍🎨👨🏻‍🎨 We will share a bit of history of Easter in the region, tell you about the traditional methods of painting and let you unleash your imagination to create a beautiful design of your own!

















☕ In addition, we will offer you a cup of traditional Eastern European tea & sweet treats. 

















📆 Tue, March 12








⏰ 17:30-20:00








📍 Beehive Student Centre, Common Room, The Hague








🔗 Register via link in our bio

















💰 We ask for a small donation of €5.",0,"https://scontent-phx1-1.cdninstagram.com/v/t39.30808-6/469656294_17938764074948578_1825777402499464057_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-phx1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFLPgHMsa8rfwSuWGtIxABIu-4KsR8RIzVeJnBqg9IwWSPvFtSPOA7guMBEufmSlLk&_nc_ohc=W4_8k0eJxZoQ7kNvwGsfqnH&_nc_gid=D1AVhJgx2JPqTh5eu8qjIQ&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfdOlyDBAxlMETGOtKszxFCpaC1c-LwydRKi1EF5s6iJdg&oe=69056887&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",47,"Beehive Student Centre - Leiden University","abba.association.leiden",NA,"2024-03-06T08:56:18.000Z","Video","https://www.instagram.com/p/C4KrhwhMqCb/",NA,2024-03-06,1,"Workshop",1,0,0,0,0,0,0,1,0,0,1,NA,650.065703022339
"46","🗣🇺🇦 ABBA invites you for a one-of-a-kind Q&A event with two Ukrainian defenders, Andriy and Milena, from the 36th Marine Bridage of the Armed Forces of Ukraine. 

















💬 Take this chance to ask your most pressing questions in an informal environment.

















📆 Friday, March 8








⏰ 18:00-19:30








📍Leiden University Wijnhaven, Room 3.48, The Hague

















🔗 Register via link in bio. 

















📢 Additionally, at 16:30, Milena will be speaking about the role of women in the Ukrainian military at a Women’s Day march. We invite you to come support her there too!",2,"https://scontent-hou1-1.cdninstagram.com/v/t39.30808-6/469781296_17938764017948578_9157986343785672816_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH4pW8XwiM8yyz2J6FezGaiBtnSIEOzdc6q-GYTJbcyHPsRr0biZZo96lWmPkcSdQQ&_nc_ohc=3NqEK6pqwMkQ7kNvwG7TfQE&_nc_gid=TYtP0OvTjVd-pQEcEUxzvQ&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfeXQ3WynO9bRQy8Elp1snTZnVsKF6DWOKhAHuokw2q4Bw&oe=69059391&_nc_sid=10d13b","Чому я бачу це тільки сьогодні 😢",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",51,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2024-03-07T15:16:10.000Z","Video","https://www.instagram.com/p/C4N7y8fIbBa/",NA,2024-03-07,1,"Political",1,0,0,0,0,1,0,0,0,0,1,55,650.098554533508
"47","🎬 Looking for a way to relax before your exams? Join us for a screening of an award-winning Polish movie „The Last Spark of Hope”!

















🤖 The film tells the story of (possibly) the last human on Earth, Ewa, and her robot-guardian Arthur. They live in a base on a top of the mountain, above the contaminated environment of the Earth. When Ewa is trying to find another living human, Arthur is patrolling the base, making sure that no intruder ever comes in. Until one day…

















🎤 Join us for the movie screening and explore the artistic outlook on the climate crisis and the AI and its dangers. After the screening, you will also be able to ask your questions to the film director, Piotr Biedroń, himself.

















📆 Wednesday, March 20








⏰ 17:30-19:30








📍Wijnhaven, 3.60








❓The film will have English subtitles and the original Polish sound








❗️Sign up via the link in our bio!",0,"https://scontent-atl3-3.cdninstagram.com/v/t39.30808-6/469715855_17938764428948578_9140011622993278150_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGZIN7_bxUFWlLW0NfR9l9zxm-Ew4KXAlTnSALrlaTO2Td1Ukj8elLTJ7j1bh2QEMSmE5JD17o6kltq4uNZ3zp7&_nc_ohc=-BAjhM_xhRIQ7kNvwGC1xLU&_nc_gid=-ZXycLrZI5x8nkEEO2qHIg&edm=APs17CUAAAAA&ccb=7-5&oh=00_AffBFoaWcXkggBMPK2aJzT8rzSmZxvTaquMleIaUx3a-2g&oe=69056AFA&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",33,NA,"abba.association.leiden",NA,"2024-03-13T20:45:43.000Z","Carrousel","https://www.instagram.com/p/C4d-R4cL4M9/",NA,2024-03-13,1,"Cultural",1,0,0,0,1,0,0,0,0,0,1,20,650.295663600526
"48","🏚 With over 10% of housing destroyed or damaged and millions of people displaced, the need for adequate housing in Ukraine is critical. 

















🗣 ABBA invites you to a lecture on rebuilding Ukraine called «Returning to a Place to Call Home». 

















🏗 It will address the current housing crisis, and stress the need to build back better while adhering to EU principles. 

















📆 Fri, March 22








⏰ 17:30-19:00 








📍 Room 3.48, Leiden University Wijnhaven, The Hague

















📝 Register via link in bio.",0,"https://scontent-hou1-1.cdninstagram.com/v/t39.30808-6/469696249_17938764086948578_6278025301132610056_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEdBSRGaeNDKBr3gNMBvGalgm5x8nKIfL_GhNdksyoseXB2sWAT8JewxjHIsphxhHY&_nc_ohc=eis3q7oMFygQ7kNvwHBZGQS&_nc_gid=zGPebUNCRyJ80UqLmL4AoA&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfeKCEDldkpvGpinrrjuNTpKps_K_xGhKPLA_g-HzWkAzg&oe=69058142&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",56,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2024-03-19T10:25:23.000Z","Carrousel","https://www.instagram.com/p/C4sUDpBsIT8/",NA,2024-03-19,1,"Political",1,0,0,0,0,1,0,0,1,0,0,19,650.492772667543
"49","🌱 Ahead of the 2nd anniversary of Russia’s full-scale invasion of Ukraine, ABBA organized a panel discussion on the Impact of Wars and Conflicts on the Environment (22.02). 

















🗣 ABBA brought together a diverse group of experts from across Europe to raise awareness of warfare’s lasting effects on the environment. 

















🚨 Listen to Professor Dario Fazzi talk about uninhabitable islands in the Pacific and Agent Orange in the aftermath of the Vietnam War. 

















💬 The event concluded the «The Hague: Freedom for Ukraine» lecture series co-created with @vataha.nl",2,"https://scontent-den2-1.cdninstagram.com/v/t39.30808-6/434387330_17906114198948578_324754057565768319_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEOifDIYhjJL1r7uQDiKbM9Q-1x1XJjYloYYYgAKc5J0e_4ukLyepMf7yC0EiZ5clI&_nc_ohc=vr9L5BcWINYQ7kNvwEdSAap&_nc_gid=6UDIP2IWFAwfdicET94jSQ&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afcbl0LVpbCxtj-x2mSW6FGfZT9vAG1QVvzTpbqItlwyGQ&oe=6905810F&_nc_sid=10d13b","Thank you for the invitation and organising 🫶",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",36,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2024-03-26T17:01:14.000Z","Image","https://www.instagram.com/p/C4_C7A-sdHV/",NA,2024-03-26,1,"Political",1,0,0,0,0,1,0,0,1,0,0,NA,650.722733245729
"50","📣 ABBA's 2024 is looking busy! 

















🇺🇦 We started the year with a panel discussion on the Future of Ukraine (25.02) as part of ""The Hague: Freedom for Ukraine"" lecture series co-created with @vataha.nl 

















💬 We welcomed more than 150 guests, provided a platform for high-profile speakers, and concluded the discussion with a vital message: «Accelerate your support for Ukraine» 

















🦾 By this, we mean not just winning the war but also designing our current and future systems to prepare for a stronger, more resilient, and more inclusive tomorrow. 

















📸 Credits to our photographer @nikoloz_asatiani",5,"https://instagram.fsan1-1.fna.fbcdn.net/v/t39.30808-6/472136831_122190693506088106_1877409553608438823_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fsan1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGnVCYp26z7bauAb4Ks2nK9BwO3veBdF3JrSNOQgI-qRIfv23b3wQjQZBeFDTgYBiU&_nc_ohc=jMNZmvLZGboQ7kNvwE4Mh6S&_nc_gid=cOIj7CtiDHxUNfBfWKcOzg&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfdaYRNk-QWvDjhc5Ufw_SAJ_16t1tF7uMqEffdcAUAPYQ&oe=690569F9&_nc_sid=10d13b","👏🔥 It's amazing, all that you organize!❤️",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",101,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2024-03-26T11:30:17.000Z","Image","https://www.instagram.com/p/C4-dDJJtuO7/",NA,2024-03-26,1,"Political",1,0,0,0,0,1,0,0,1,0,0,NA,650.722733245729
"51","🇺🇦 On 24.02, ABBA members participated in a solidarity walk commemorating two years since the start of Russia's full-scale invasion of Ukraine and ten years since the beginning of Russia's War of Aggression. 

















💬 ABBA’s board members Yana and Anna spoke with Mariëlle Vavier, wethouder of The Hague municipality, about the realities of Ukrainian students in the Netherlands. 

















😞 During the past decade, millions of Ukrainians have been forced to flee and thousands have lost their lives. 

















📣 As an organization, we aim to do everything possible to support Ukrainian students, promote Ukrainian voices, and remind our communities about the hardships Ukrainian people are facing. 

















🙏 We will continue to stand in solidarity with Ukraine for a future filled with peace, freedom, justice, sovereignty, and democracy.",2,"https://instagram.fhnl1-1.fna.fbcdn.net/v/t39.30808-6/470539608_122190693680088106_6187172654501092008_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fhnl1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QG2ic4OVWYx6sUxN7aSyjtLj8eWYqA2H5qRS20-DfyvfMp9ElofxsMAhzeeXsFEJE0&_nc_ohc=KXiw-uCg08wQ7kNvwFV-x9O&_nc_gid=9Z1S9uJ_bRSATKerkfT0LQ&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfdFN_Zm_Vr9zLOu0I808rDdKJcFrMkLCaj6KcyKF6lfeQ&oe=69056FCD&_nc_sid=10d13b","👏👏👏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",107,"The Hague, Netherlands","abba.association.leiden",NA,"2024-03-27T10:30:16.000Z","Image","https://www.instagram.com/p/C5A6-cuISJJ/",NA,2024-03-27,1,"Activism",1,0,0,0,0,0,1,0,1,0,0,NA,650.755584756899
"52","On July 17, 2014, Malaysia Airlines Flight 17 (MH17) from Amsterdam to Kuala Lumpur was shot down by russian forces over eastern Ukraine.

















196 out of 298 people kιllεd were Dutch nationals, making it a great tragedy for the Netherlands.

















🙏 ABBA invites you to honor the victims of the MH17 tragedy by joining our event, featuring a panel discussion and a screening of a documentary film “Iron Butterflies.”

















📆 Monday, April 8








⏰ 17:30-20:00








📍 Room 3.46, Leiden University Wijnhaven, The Hague

















👥 Guests for the panel discussion include the director of “Iron Butterflies”, Roman Liubyi, and a relative of the tragedy’s victim, Robert Oehlers. 

















✍️ Register via link in bio.",0,"https://scontent-ord5-3.cdninstagram.com/v/t39.30808-6/471783759_122190699524088106_5714065796040809293_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QELmk9B-1WjPwun-E5Fi9ykDkuenQIum8-wRCFHOevVOAeyEFNoUWLfP-5lyVCLgIs&_nc_ohc=TFmIpw09I5kQ7kNvwF6HAj6&_nc_gid=ZE297BQ71HKEHo5YJ5uxlg&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfdYt30GDZmA3jphR-xKuvK7liqgCXVsFmW2xUw5MVaEZg&oe=69057C0F&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",77,"Leiden University - Faculty of Governance and Global Affairs","abba.association.leiden",NA,"2024-03-28T17:35:57.000Z","Image","https://www.instagram.com/p/C5EQfCxLO3A/",NA,2024-03-28,1,"Political",1,0,0,0,0,1,0,0,0,0,1,38,650.788436268068
"53","🌿We are happy to invite you to the 3rd edition of the ABBA Cultural Festival! This time, we will say farewell to the gloomy days through the theme of Spring Awakening.

















🌷Prepare for lots of regional food, excellent drinks, exciting games (with prizes), engaging workshops, and most importantly, lots of fun!

















😋🥟 For a small donation you get unlimited access to food and drinks, like Ukrainian borshch, Polish pierogi, Hungarian goulash, Romanian and Moldovan mamaliga, and many more! 

















📆 Fri, April 19 








⏰ 17:00 - 20:30








📍 Beehive Student Centre, Turfmarkt 104, The Hague

















‼️ Registration: https://forms.gle/oXo13pb3JKXUtPJ7A (link in bio)

















🤍 See you all soon!",11,"https://instagram.fosu2-2.fna.fbcdn.net/v/t39.30808-6/469781210_17938766144948578_8417800795992950957_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fosu2-2.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QG12SZOwoKacT-eAr2oCArV0jZH69Gx6LMdajO6gWAvWmaEkQfYfWg5GkkFTshgYreAzSkV5jYgnf2w0PcI_ok7&_nc_ohc=XT25WuhwDeIQ7kNvwFFtqVN&_nc_gid=m57jHO-OTa6MKMt3m-CuCA&edm=APs17CUAAAAA&ccb=7-5&oh=00_Aff6JerDvKejHE8QiSEZP0DyRC72v_UHROxyaOsX08D5CA&oe=6905758A&_nc_sid=10d13b","👏👏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",80,"Beehive Student Centre - Leiden University","abba.association.leiden",NA,"2024-04-08T18:18:29.000Z","Video","https://www.instagram.com/p/C5gqGKULlPM/",NA,2024-04-08,1,"Cultural",1,0,0,0,1,0,0,0,0,0,1,50,651.149802890933
"54","🇺🇦📝 ABBA invites everyone to join our workshop on writing letters to polιtical ρrιsoners in Crimeα. 

















As of February 15, 2024, Rυssια has illεgally detαιned 208 Crimeαn political ρrιsoners, 125 of whom are Crimeαn Tαταrs.

















We will learn to:








🖋 write letters to politιcal ρrιsoners








🖋 determine what will become an obstacle in passing cεηsorshιρ








🖋 support polιtical ρrιsoners from abroad

















🗓️ Thu, April 11








⏰ 17:30-19:00








📍 Room 2.64, Leiden University Wijnhaven, The Hague








✍️ Register via link in bio 

















🔖  We will provide the participants with postcards, paper, and everything else necessary.

















💙💛 Our strength is in unity!

















🙏 We thank @zmina_ua for setting up this initiative and @ukrdam for their support!",0,"https://scontent-hou1-1.cdninstagram.com/v/t39.30808-6/472249941_122191119338088106_5153378147733861183_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QF46L56WB0gLxkO4TzkfsRw6rovhVI5C_qfhmduzKgfN9n5ywUMu-8qCr6eyRotfn71a_v0mcCIeX7yGXuazNBS&_nc_ohc=nMxMCuMRaJUQ7kNvwGEhal9&_nc_gid=7CWPDwicOamWbN8ehJYJvw&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfcWMLtL9BgCkvieWUbN6jsvghe8odj_RTcbIFz0luiPzQ&oe=6905666F&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",47,"Universiteit Leiden - Wijnhaven","abba.association.leiden",NA,"2024-04-09T17:16:18.000Z","Video","https://www.instagram.com/p/C5jHxqcCoMJ/",NA,2024-04-09,1,"Workshop",1,0,0,0,0,0,0,1,1,0,0,7,651.182654402102
"55","📽🎞 We are happy to invite you to our second event at The Hague University of Applied Sciences — a movie screening!

















🌃🌅 ""The Hardest Hour"" is a unique documentary by Ukrainian director Alan Badoev. The film displays the events in Ukraine and how photo galleries on the phones of Ukrainians have changed since February 24, 2022.

















🤳 Each story in this film is footage that Ukrainian people shot on their gadgets. It is not just another film about war. It is a film about people, their (last) actions, and their voices.

















📅 Wed, April 24








⏰ 17:00-19:30








📍 OV 1.45, The Hague University of Applied Sciences

















✍️ Register via link in bio.

















🙌 We look forward to seeing you there!",5,"https://scontent-sea5-1.cdninstagram.com/v/t39.30808-6/472154572_122191127888088106_8861375653537304374_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-sea5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEyyBnx0xZx87kWshbxg7L2JWzZGSCbOtz8WbWKbRc5AEtwb5xfG9kSrh_OMyPGBF0&_nc_ohc=s2W0LRdU09UQ7kNvwEO7zeD&_nc_gid=1dmJUZLprs5v69IPGlxINg&edm=APs17CUAAAAA&ccb=7-5&oh=00_Aff0thw0Epx3zsjEqFXqJHtKPwBA1nu4cJRcXN5jeBXYgg&oe=690599B5&_nc_sid=10d13b","Не зрозуміло, чого нас запрошували 😢",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",70,"The Hague University of Applied Sciences","abba.association.leiden",NA,"2024-04-14T18:09:35.000Z","Video","https://www.instagram.com/p/C5wF2RcLYbi/",NA,2024-04-14,1,"Cultural",1,0,0,0,1,0,0,0,0,0,1,5,651.34691195795
"56","‼️ UPD: Registration has been closed

















🐣🌸 We are happy to invite you to our Ukrainian Pysanka workshop.

















🪺 Pysanka is a traditional egg painting where beeswax and dyes are used to decorate eggs for Easter. At the event, you will learn about the history and symbolism of pysanka and practice traditional Ukrainian techniques with the professional artist from @vataha.nl !

















‼️Ukrainian Pysanka workshop has a limited number of places, so make sure to register yourself and share the event with your friends, classmates and colleagues as fast as possible. 

















📅 Fri, April 26








⏰ 14:00 - 17:30








📍Beehive Student Centre, Turfmarkt 104, The Hague

















✍️ Register via link in bio

















🙌 We look forward to seeing you there!",0,"https://scontent-den2-1.cdninstagram.com/v/t39.30808-6/472422475_122191132292088106_7402325543608210099_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHTAO7KIQ-jyHanQzapBlcFOBNOqq5wLDT-_8o-9j2uV-gKfNzTaYEtkskCAnH2eHc&_nc_ohc=TCabiThEib8Q7kNvwFKAoO2&_nc_gid=bHm4oKtCyhKEz5d9S8qDkw&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfdJSednWhrI3NYgexkgQpy9iotTQQYA0IsfFMf_kivIPw&oe=69059840&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",42,"Beehive Student Centre - Leiden University","abba.association.leiden",NA,"2024-04-15T17:55:34.000Z","Carrousel","https://www.instagram.com/p/C5ypCg3MmHl/",NA,2024-04-15,1,"Workshop",1,0,0,0,0,0,0,1,0,0,1,20,651.37976346912
"57","🚨 Join us for “Democracies against Disinformation”, a panel discussion on combating disinformation in the Eastern Partnership countries.

















📆 Tue, April 23








⏰ 18:00-20:00








📍 Room 2.21, Leiden University College (LUC), Anna van Buerenplein 301, 2595 DH Den Haag 

















🇪🇺 Gain insights from government officials and experts on tackling disinformation tactics threatening democracy, EU enlargement, and national elections!

















📝 Sign up via link in bio! 

















🗣️The event is organised by the Young European Ambassadors initiative of EU Neighbours East and ABBA Student Association.",0,"https://scontent-dfw5-1.cdninstagram.com/v/t39.30808-6/472499079_122191138010088106_5689871013349736458_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH5A7vwXkqzG0zGYDgGJ7xbbpisPX4MSQUhwtU6NIWhnPvL8IHm-xkcFpAmo6JWMts&_nc_ohc=FOIX0zXCJGoQ7kNvwE48_rc&_nc_gid=lKovdRmhbaCriWualr7sOw&edm=APs17CUAAAAA&ccb=7-5&oh=00_Aff4SE_XTNaodHf5XSzYb3sG4vbkyuXSma9-3zL2FpN4ZQ&oe=690563EF&_nc_sid=10d13b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",53,NA,"abba.association.leiden",NA,"2024-04-17T21:01:40.000Z","Carrousel","https://www.instagram.com/p/C54H7PsrP-V/",NA,2024-04-17,1,"Political",1,0,0,0,0,1,0,0,0,0,1,42,651.445466491459
"58","NLT, @abba.association.leiden , and @vataha.nl invite you for a solidarity bike ride, “Ukraine is Europe!” where we remember the victims of war and urge you to accelerate support for Ukraine.

















Join us in cycling 10 km from The Peace Palace to the marvelous Kijkduin beach to show your support! 

















Date: Sat, May 4 








Time: 12:00 








Starting location: Carnegieplein (in front of the Peace Palace) 

















Registration for participants and volunteers via the link (in bio), spots are limited.

















The first week of May marks the 20th anniversary of Lithuania’s and nine other countries’ accession to the European Union, which is symbolic given Ukraine’s path towards EU accession. The date of the event—May 4—also is Remembrance Day in the Netherlands for all the Dutch victims of war. This special date encourages us to remember all the war victims and the urgency of stopping any further losses in the war against Ukraine.

















Uniting past and present, let’s pedal together – Ukraine is Europe!

















The event is supported by the Embassies of Lithuania and Ukraine in the Kingdom of the Netherlands.",2,"https://scontent-atl3-1.cdninstagram.com/v/t51.29350-15/438900329_1777403819734590_5200222946342344490_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QEtHfqMETw5PF01AX6ue4qfZKLhbekfvTzjkhrZg6EgLZEwcn6kiz1Hp-2NvCm_PPA&_nc_ohc=HBrZlYGw-vgQ7kNvwFVFU2T&_nc_gid=PMvPyh2zA1EPYRLBRoDRGw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AffLpZVnljfzFpg_fvoVV_d16zyFo88vY7XaHDExgTuWfg&oe=69056C93&_nc_sid=10d13b","I will be there!!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",140,"Peace Palace,the Hague","nlt_jaunimo_sajunga",NA,"2024-04-17T10:45:17.000Z","Carrousel","https://www.instagram.com/p/C53BYujrp1o/",NA,2024-04-17,1,"Activism",1,0,0,0,0,0,1,0,0,0,1,35,651.445466491459
"59","🌍 In light of the approaching 20th anniversary of the EU and NATO enlargements, ABBA would like to invite you to the panel on these events!

















🤔 NATO and EU enlargements 20 years ago reshaped the geopolitical landscape of Europe and its neighbouring regions. Our event aims to offer a comprehensive assessment and discussion on the outcomes, present structural challenges, and opportunities, as well as the broader future implications of these enlargements, involving the context of the current candidate countries.

















🎤During our panel, you can listen to the expert voices on the topic: Darius Semaška, Henne Schuwer, dr Maxine David, and Freek Janmaat. The discussion will be moderated by Wouter Zweers.

















📆 Thursday, May 2nd








⏰ 17:30-19:00








📍 Leiden University, Wijnhaven, room 2.02








❗️Please note the room change: the valid room number is 2.02 as in the post description 

















🔗 Register through the link in our bio!",6,"https://scontent-ord5-3.cdninstagram.com/v/t39.30808-6/469831264_17938767641948578_2210821392449773219_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFHibm71fyKT1whVRPISURnZPQ8FMrvfR2KkDxFyBhcsjTyzSmjVHsn40pt85K9N7A&_nc_ohc=_-_kl9NET6MQ7kNvwGFTzKb&_nc_gid=K2rVJKIy1jM31gYL7nZjCw&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfeFpagRfdjUhGlUt96D_uv57XqdehyqHh-EOWHSAVPqLw&oe=69056F2E&_nc_sid=10d13b","What a lineup👏",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.instagram.com/abba.association.leiden","false",NA,"false",103,NA,"abba.association.leiden",NA,"2024-04-22T08:49:46.000Z","Image","https://www.instagram.com/p/C6DsJDtsCm-/",NA,2024-04-22,1,"Political",1,0,0,0,0,1,0,0,1,0,0,188,651.609724047306
